0,-1.420290,11.687920,2.338820,0.000000
1,-3.802620,14.808344,2.098160,0.000000
2,-3.285840,15.797409,0.644934,0.000000
3,-3.375442,15.332999,1.725280,0.000000
4,-1.196980,14.711082,2.286630,0.000000
5,-2.106981,13.199790,3.011750,0.000000
6,-4.954760,15.111631,1.901640,0.000000
7,-4.681220,17.133530,1.690090,0.000000
8,-2.531637,17.568720,-0.419993,0.000000
9,-1.905076,15.538277,1.994230,0.000000
10,-1.935377,12.235850,2.872000,0.000000
11,0.491010,12.161830,1.770500,0.000000
12,-4.291260,16.737120,0.503735,0.000000
13,-1.217050,13.743450,2.850900,0.000000
14,-1.046730,12.398900,2.601950,0.000000
15,-0.571930,13.548710,2.425510,0.000000
16,-3.399602,17.801809,-0.252500,0.000000
17,-0.370230,11.988740,1.908240,0.000000
18,-4.112700,17.317181,0.523772,0.000000
19,-6.428560,17.039370,0.783983,0.000000
20,-4.934030,17.815149,-2.293960,0.000000
21,0.356970,13.905570,1.373370,0.000000
22,1.044990,12.917820,1.331640,0.000000
23,0.117060,12.458820,1.732210,0.000000
24,0.517550,13.174230,0.755285,0.000000
25,-5.430920,18.215059,-1.797500,0.000000
26,-4.579140,16.569620,1.501270,0.000000
27,-4.899580,18.382469,-2.950910,0.000000
28,-5.627160,17.329430,1.225200,0.000000
29,-5.428620,16.950800,2.162740,0.000000
30,-4.057690,15.717569,1.345770,0.000000
31,0.021140,14.937333,1.328990,0.000000
32,-0.292010,14.239987,2.266920,0.000000
33,-0.207540,15.350394,0.292037,0.000000
34,-6.399530,16.310690,0.634063,0.000000
35,-0.645790,15.697916,1.407250,0.000000
36,-1.822969,16.126711,1.200670,0.000000
37,-2.500618,14.239802,2.886430,0.000000
38,-3.133292,14.327812,2.348450,0.000000
39,-2.301339,18.372021,-1.529260,0.000000
40,-4.788010,11.715290,2.375190,0.000000
41,-2.696145,12.120131,2.571600,0.000000
42,-3.870610,11.855721,2.048900,0.000000
43,-5.092170,13.516870,2.260440,0.000000
44,-5.136460,17.409359,-2.757050,0.000000
45,-3.072913,13.668110,2.838680,0.000000
46,-3.173649,12.376810,1.869660,0.000000
47,-5.887610,16.063900,2.777440,0.000000
48,-4.975520,14.106139,2.372480,0.000000
49,-3.450365,13.767941,2.209030,0.000000
50,-6.320980,16.889509,1.651490,0.000000
51,-4.654510,17.306690,0.636585,0.000000
52,-4.362100,11.838409,0.913285,0.000000
53,-5.977260,13.823430,1.777550,0.000000
54,-5.596040,18.506430,-2.623880,0.000000
55,-4.586460,12.022580,1.650070,0.000000
56,-5.337210,17.909491,-2.495960,0.000000
57,-5.861300,18.240351,-2.301470,0.000000
58,-6.360210,14.236810,1.115290,0.000000
59,-6.152040,14.984378,1.176640,0.000000
60,-6.430620,15.706901,2.120560,0.000000
61,-3.448908,12.108459,-0.385905,0.000000
62,-2.730204,18.842600,-0.920319,0.000000
63,-5.467570,16.991930,-1.999060,0.000000
64,-6.647190,15.470395,1.018250,0.000000
65,-5.707050,16.990271,-0.283650,0.000000
66,-4.098170,18.032391,-0.203636,0.000000
67,-4.872870,11.952400,0.412397,0.000000
68,-5.554480,17.245781,0.138766,0.000000
69,-6.180800,13.475030,0.063761,0.000000
70,0.842610,12.554390,-0.118484,0.000000
71,-1.672400,15.279854,-0.884639,0.000000
72,-1.003540,15.933839,0.263181,0.000000
73,0.413160,12.977110,0.155105,0.000000
74,0.365250,14.452506,0.338972,0.000000
75,-0.408070,15.279233,-0.381347,0.000000
76,-4.878820,17.248730,0.206395,0.000000
77,-4.996400,17.158030,-0.100621,0.000000
78,-1.818968,15.992007,-0.086527,0.000000
79,-3.148630,18.557880,-0.262208,0.000000
80,-2.217973,14.502562,-1.141610,0.000000
81,1.256100,12.993020,0.531869,0.000000
82,-4.038950,16.018900,0.509268,0.000000
83,-3.267962,15.583744,-0.306904,0.000000
84,-4.474370,15.897954,-0.255112,0.000000
85,-6.121170,14.979402,0.244210,0.000000
86,-5.642550,16.665230,-0.256333,0.000000
87,-6.187300,15.631210,-0.054094,0.000000
88,-3.216983,14.293613,-1.147700,0.000000
89,0.080410,12.404921,-0.311439,0.000000
90,-3.081525,15.238296,-0.705127,0.000000
91,0.611390,11.762700,-0.001089,0.000000
92,0.128760,13.791990,-0.615342,0.000000
93,-3.495819,14.717038,-1.037590,0.000000
94,-4.134940,11.889170,-0.440617,0.000000
95,-5.759330,13.932970,-0.623501,0.000000
96,-4.584040,14.698062,-0.991029,0.000000
97,-3.691451,13.691150,-1.025100,0.000000
98,-4.386400,12.895510,-0.635142,0.000000
99,-5.010790,16.590071,-0.261228,0.000000
100,-4.559320,16.610519,0.089035,0.000000
101,-4.980950,13.207860,-0.886971,0.000000
102,-0.636130,14.405223,-0.930201,0.000000
103,-3.379151,11.434830,1.897200,0.000000
104,-1.338290,14.223984,-1.433110,0.000000
105,-5.310870,15.292555,-0.403655,0.000000
106,-1.983948,12.002010,-1.463790,0.000000
107,-0.789270,12.532260,-1.338810,0.000000
108,-0.743870,11.782660,-1.026900,0.000000
109,-2.420465,14.076324,-1.876650,0.000000
110,-2.787641,11.744360,-1.332130,0.000000
111,-2.309641,17.888060,-0.988045,0.000000
112,-3.017022,18.274929,-1.036120,0.000000
113,-3.217815,12.044080,-1.146870,0.000000
114,-2.831499,12.808320,-1.852540,0.000000
115,-3.385067,13.600250,-1.745840,0.000000
116,-3.707220,11.245210,2.205910,0.000000
117,-2.812644,11.236950,2.317420,0.000000
118,-2.117444,11.416960,0.794850,0.000000
119,-1.046580,11.249910,2.222030,0.000000
120,-3.220966,11.333130,2.825340,0.000000
121,-1.223990,11.238290,-0.606210,0.000000
122,-3.136634,11.391769,0.778251,0.000000
123,-1.482700,11.474091,-0.471939,0.000000
124,-6.255640,15.073535,2.201210,0.000000
125,-5.674720,14.840797,1.785710,0.000000
126,-6.044700,13.286620,0.853210,0.000000
127,-5.293230,15.320168,2.814390,0.000000
128,-5.560770,11.183880,-0.175432,0.000000
129,-5.518740,11.322460,0.499061,0.000000
130,-4.792260,12.409530,0.019575,0.000000
131,-1.469120,11.485670,1.721180,0.000000
132,-0.986480,11.234710,1.712800,0.000000
133,-1.934752,11.213700,0.714155,0.000000
134,0.831180,11.811840,1.127580,0.000000
135,-5.348460,12.539420,0.721029,0.000000
136,-4.375850,12.743480,1.848180,0.000000
137,-0.839490,11.290091,-0.040671,0.000000
138,-5.029760,11.223579,1.080580,0.000000
139,-5.474700,13.008730,1.756480,0.000000
140,-0.326090,11.209230,0.703683,0.000000
141,-4.211230,11.182430,-0.623755,0.000000
142,-3.365545,11.183969,0.719151,0.000000
143,-4.194430,13.375510,2.267180,0.000000
144,-0.461700,11.458540,1.449660,0.000000
145,-3.957370,11.189980,-1.500580,0.000000
146,-3.756740,11.422560,-0.268753,0.000000
147,-3.393271,11.194510,-1.001290,0.000000
148,-5.086210,11.248390,2.260090,0.000000
149,-3.354445,11.432261,-0.846688,0.000000
150,-1.151250,11.226990,-0.981232,0.000000
151,-4.429010,12.290300,1.000760,0.000000
152,-3.733321,12.480418,2.101213,0.000000
153,-3.900922,15.259344,1.783960,0.000000
154,-6.072194,14.454016,1.451157,0.000000
155,-2.289217,11.335275,-0.726449,0.000000
156,-3.550364,11.285500,1.813442,0.000000
157,-2.299274,11.455841,-0.635428,0.000000
158,-0.898024,11.268037,0.657596,0.000000
159,-3.560190,17.688757,-0.639862,0.000000
160,-2.741072,17.853920,-0.696900,0.000000
161,-4.754219,15.493537,2.173696,0.000000
162,-5.707890,17.743065,-1.081352,0.000000
163,-3.285455,11.419436,-0.332003,0.000000
164,-4.003043,12.477270,2.138170,0.000000
165,-3.300451,17.312590,-0.242155,0.000000
166,-4.570511,17.020990,1.353285,0.000000
167,-5.552442,17.374542,-1.208487,0.000000
168,-3.652082,15.033151,-0.813694,0.000000
169,-6.189393,15.174007,1.379537,0.000000
170,-3.441809,15.408928,-0.588723,0.000000
171,-5.418968,17.706284,-2.006900,0.000000
172,-2.016259,11.758816,-1.216927,0.000000
173,-5.775283,17.543243,-1.176233,0.000000
174,-3.074134,18.307854,-0.577201,0.000000
175,-5.566939,16.991241,-1.287274,0.000000
176,-4.966234,17.475857,-1.161464,0.000000
177,-3.407195,17.264786,-0.462569,0.000000
178,-5.231695,17.730417,-1.019490,0.000000
179,-3.591648,13.916468,2.313346,0.000000
180,-3.174553,17.264877,-0.082489,0.000000
181,-1.522339,11.500895,2.322851,0.000000
182,-3.843014,17.980938,0.152239,0.000000
183,-5.289277,16.835073,-1.320737,0.000000
184,-2.861401,11.448611,1.849486,0.000000
185,-3.687587,17.606091,0.060998,0.000000
186,-2.687644,17.668512,-0.703481,0.000000
187,-4.972260,17.204998,-1.281558,0.000000
188,-0.175581,13.733033,2.114732,0.000000
