spring index[30], 0.082570 0.044643 0.084879 0.067270 0.067270 0.075314
spring index[31], 0.103528 0.124035 0.070228 0.083630 0.098309 0.071098
spring index[32], 0.085264 0.083390 0.070248 0.066342 0.087954 0.076240
spring index[33], 0.050587 0.061688 0.079809 0.079467 0.062024 0.046702
spring index[34], 0.079809 0.107855 0.110079 0.092470 0.120400 0.086223
spring index[35], 0.064658 0.079417 0.068420 0.068838 0.066738 0.057569
spring index[36], 0.090510 0.066463 0.090101 0.065590 0.101862 0.093287
spring index[37], 0.026688 0.079699 0.084048 0.056518 0.049820 0.082832
spring index[38], 0.065066 0.044832 0.054997 0.050262 0.082570 0.072942
spring index[39], 0.077629 0.064453 0.064453 0.102878 0.069808 0.067465
spring index[40], 0.057894 0.051004 0.069757 0.046053 0.050081 0.077311
spring index[41], 0.047683 0.080938 0.068796 0.093686 0.075834 0.074114
spring index[42], 0.069554 0.057665 0.057665 0.077552 0.070664 0.086284
spring index[43], 0.036600 0.060154 0.075252 0.066826 0.067459 0.084963
spring index[44], 0.046868 0.061811 0.072473 0.057548 0.083088 0.072492
spring index[45], 0.072216 0.049955 0.088677 0.093365 0.063128 0.050836
spring index[46], 0.026688 0.068841 0.073834 0.058532 0.052093 0.052093
spring index[47], 0.076341 0.085551 0.055185 0.055280 0.055280 0.087446
spring index[48], 0.029443 0.068121 0.061473 0.044121 0.049780 0.075660
spring index[49], 0.026688 0.048005 0.061639 0.088950 0.080545 0.080545
spring index[50], 0.082799 0.055317 0.084325 0.097422 0.101746 0.101442
spring index[51], 0.048388 0.078159 0.091364 0.068468 0.084271 0.072148
spring index[52], 0.083277 0.103471 0.074446 0.065568 0.065568 0.077946
spring index[53], 0.062320 0.066463 0.088466 0.063030 0.095922 0.079404
spring index[54], 0.043486 0.093438 0.116411 0.129275 0.117999 0.064543
spring index[55], 0.091023 0.076643 0.076643 0.064425 0.064425 0.094723
spring index[56], 0.091187 0.069757 0.046430 0.124691 0.089745 0.104211
spring index[57], 0.046564 0.083192 0.072944 0.080441 0.099601 0.083037
spring index[58], 0.103195 0.067479 0.082897 0.071928 0.078823 0.063127
spring index[59], 0.105624 0.080477 0.080477 0.081469 0.082503 0.107483
spring index[60], 0.046221 0.065259 0.065259 0.089763 0.101091 0.081408
spring index[61], 0.078412 0.062623 0.062623 0.086028 0.074912 0.096641
spring index[62], 0.026688 0.052154 0.069691 0.068406 0.078127 0.073186
spring index[63], 0.049299 0.102416 0.070826 0.101025 0.104112 0.099081
spring index[64], 0.072204 0.070826 0.109185 0.097993 0.092420 0.068540
spring index[65], 0.061041 0.082047 0.100068 0.102601 0.090707 0.071331
spring index[66], 0.044120 0.102332 0.102021 0.083070 0.081282 0.066092
spring index[67], 0.056450 0.063062 0.063522 0.101279 0.066254 0.092751
spring index[68], 0.061486 0.049190 0.049190 0.065631 0.071429 0.077400
spring index[69], 0.044892 0.069103 0.053879 0.073226 0.061617 0.092340
spring index[70], 0.049279 0.104520 0.098909 0.069600 0.086914 0.067623
spring index[71], 0.025045 0.067868 0.078345 0.052937 0.049969 0.085645
spring index[72], 0.065354 0.054512 0.054512 0.070514 0.084339 0.065923
spring index[73], 0.079281 0.125863 0.121298 0.095667 0.109276 0.073587
spring index[74], 0.026688 0.074511 0.058439 0.076670 0.066736 0.073792
spring index[75], 0.062562 0.045458 0.074824 0.049857 0.060355 0.082376
spring index[76], 0.096778 0.083181 0.110448 0.068933 0.108224 0.068933
spring index[77], 0.045389 0.061435 0.046449 0.098273 0.088808 0.077536
spring index[78], 0.064449 0.075157 0.088376 0.095130 0.069517 0.066162
spring index[79], 0.090925 0.085617 0.075491 0.106887 0.108525 0.072213
spring index[80], 0.098895 0.099296 0.086961 0.062125 0.103901 0.062125
spring index[81], 0.048835 0.041783 0.057425 0.077934 0.063227 0.065015
spring index[82], 0.051780 0.076079 0.081457 0.109539 0.123329 0.110477
spring index[83], 0.051325 0.063875 0.077324 0.086747 0.057017 0.048030
spring index[84], 0.050330 0.081795 0.090906 0.071179 0.070178 0.072012
spring index[85], 0.048870 0.098577 0.112195 0.069091 0.094356 0.093718
spring index[86], 0.035660 0.053978 0.049235 0.047233 0.068273 0.070790
spring index[87], 0.073378 0.070248 0.083390 0.064543 0.089425 0.111055
spring index[88], 0.026689 0.026688 0.037743 0.028221 0.025045 0.036600
spring index[89], 0.026688 0.068523 0.082657 0.087174 0.091966 0.066989
spring index[90], 0.069720 0.066051 0.066051 0.070178 0.089015 0.091067
spring index[91], 0.055800 0.102740 0.102740 0.084083 0.102789 0.071493
spring index[92], 0.103404 0.041237 0.115595 0.095784 0.053834 0.062246
spring index[93], 0.024885 0.045183 0.057387 0.049095 0.052785 0.073047
spring index[94], 0.071946 0.071470 0.080327 0.108368 0.089777 0.078303
spring index[95], 0.062623 0.086028 0.096641 0.094876 0.111829 0.077753
spring index[96], 0.050071 0.087511 0.095880 0.067629 0.083668 0.060884
spring index[97], 0.065414 0.080235 0.088530 0.072699 0.107056 0.090387
spring index[98], 0.078356 0.044120 0.080915 0.072699 0.072699 0.076406
spring index[99], 0.046252 0.102200 0.102200 0.078635 0.084675 0.062172
spring index[100], 0.105964 0.100110 0.092426 0.092154 0.109692 0.070338
spring index[101], 0.083995 0.088455 0.044242 0.068933 0.097441 0.083334
spring index[102], 0.103488 0.126736 0.103589 0.128439 0.102276 0.064684
spring index[103], 0.063003 0.058953 0.059300 0.075258 0.052674 0.087283
spring index[104], 0.024885 0.057948 0.045518 0.044135 0.043534 0.066193
spring index[105], 0.071074 0.049994 0.049994 0.089681 0.066960 0.065631
spring index[106], 0.044673 0.064623 0.089124 0.071589 0.086125 0.071589
spring index[107], 0.026688 0.078330 0.068343 0.065944 0.054075 0.061618
spring index[108], 0.091023 0.077640 0.087116 0.064425 0.064425 0.108680
spring index[109], 0.098909 0.069600 0.067623 0.066254 0.080153 0.071610
spring index[110], 0.026688 0.090580 0.099494 0.065275 0.075401 0.098323
spring index[111], 0.117396 0.091806 0.093348 0.102860 0.071760 0.115993
spring index[112], 0.049088 0.102351 0.102351 0.074248 0.088023 0.069145
spring index[113], 0.074076 0.068432 0.089371 0.081919 0.082148 0.090861
spring index[114], 0.047824 0.068209 0.092477 0.079945 0.093184 0.103292
spring index[115], 0.046449 0.090580 0.090496 0.077536 0.094471 0.068796
spring index[116], 0.060053 0.049210 0.049210 0.072277 0.070768 0.066948
spring index[117], 0.068631 0.047642 0.060103 0.049339 0.083735 0.086090
spring index[118], 0.080675 0.105959 0.082308 0.096200 0.076465 0.104409
spring index[119], 0.043597 0.057096 0.048466 0.079142 0.069012 0.072966
spring index[120], 0.076432 0.076320 0.107467 0.065471 0.066412 0.085392
spring index[121], 0.026688 0.069858 0.079916 0.069051 0.060862 0.070942
spring index[122], 0.085543 0.056548 0.053199 0.061719 0.098856 0.075133
spring index[123], 0.102288 0.076697 0.053312 0.074912 0.097294 0.104633
spring index[124], 0.117653 0.100332 0.070524 0.110277 0.074439 0.068799
spring index[125], 0.026688 0.070494 0.059539 0.066011 0.054156 0.061996
spring index[126], 0.083133 0.110118 0.088334 0.105601 0.081880 0.099431
spring index[127], 0.121917 0.139107 0.067623 0.106104 0.094557 0.101699
spring index[128], 0.035660 0.051347 0.057609 0.077824 0.061597 0.081611
spring index[129], 0.056486 0.090775 0.098454 0.068541 0.096698 0.068541
spring index[130], 0.026688 0.059841 0.053560 0.052117 0.058553 0.071988
spring index[131], 0.063764 0.116310 0.102727 0.089484 0.091393 0.085839
spring index[132], 0.044892 0.048242 0.051139 0.078243 0.061617 0.076182
spring index[133], 0.067702 0.053775 0.089688 0.049059 0.057787 0.071490
spring index[134], 0.071780 0.046304 0.046304 0.102136 0.121732 0.115331
spring index[135], 0.041618 0.060826 0.066871 0.108170 0.115532 0.115061
spring index[136], 0.122400 0.091090 0.087916 0.066515 0.093614 0.078510
spring index[137], 0.102806 0.065905 0.100372 0.086203 0.063581 0.098741
spring index[138], 0.079637 0.065040 0.065040 0.081564 0.070826 0.077790
spring index[139], 0.028290 0.052763 0.056699 0.061407 0.066350 0.082799
spring index[140], 0.060226 0.067568 0.041444 0.086758 0.065274 0.085717
spring index[141], 0.068796 0.066358 0.066358 0.077629 0.102451 0.077629
spring index[142], 0.058328 0.089034 0.106424 0.082033 0.099808 0.123201
spring index[143], 0.029443 0.058208 0.055247 0.075128 0.071928 0.091032
spring index[144], 0.063185 0.074387 0.061079 0.074113 0.105812 0.079133
spring index[145], 0.085167 0.085600 0.084373 0.079196 0.114676 0.066382
spring index[146], 0.047092 0.044218 0.055755 0.066339 0.073394 0.084420
spring index[147], 0.090925 0.067623 0.074525 0.088266 0.067995 0.067456
spring index[148], 0.053542 0.079431 0.049201 0.081073 0.071525 0.095105
spring index[149], 0.067903 0.081820 0.051614 0.078567 0.063511 0.096017
spring index[150], 0.073605 0.042987 0.071113 0.088549 0.089926 0.078849
spring index[151], 0.077054 0.052628 0.067635 0.048050 0.091569 0.070938
spring index[152], 0.105155 0.049770 0.087351 0.054545 0.081407 0.090230
spring index[153], 0.092357 0.094019 0.080477 0.062421 0.094644 0.062421
spring index[154], 0.044242 0.054298 0.065222 0.092977 0.083181 0.104678
spring index[155], 0.067934 0.093688 0.081187 0.070476 0.072302 0.065779
spring index[156], 0.029174 0.068122 0.055820 0.061812 0.067487 0.083565
spring index[157], 0.060685 0.054257 0.054257 0.104175 0.099266 0.105553
spring index[158], 0.076310 0.096579 0.075153 0.054515 0.079529 0.072336
spring index[159], 0.055611 0.085844 0.056910 0.063256 0.071927 0.061148
spring index[160], 0.045444 0.102903 0.096717 0.062820 0.080184 0.090965
spring index[161], 0.061799 0.060705 0.049770 0.081407 0.056604 0.090230
spring index[162], 0.094896 0.069905 0.069905 0.090663 0.063030 0.072059
spring index[163], 0.088704 0.078364 0.076240 0.111055 0.109443 0.092850
spring index[164], 0.082221 0.100957 0.069104 0.059586 0.068254 0.060973
spring index[165], 0.063006 0.108918 0.076789 0.071627 0.084729 0.069116
spring index[166], 0.070553 0.052037 0.057607 0.065505 0.092419 0.091187
spring index[167], 0.059716 0.057506 0.063463 0.069415 0.086096 0.095710
spring index[168], 0.047022 0.063693 0.079170 0.071007 0.053207 0.044368
spring index[169], 0.063777 0.086924 0.056830 0.058023 0.045307 0.069284
spring index[170], 0.069886 0.050208 0.063381 0.092387 0.066565 0.070661
spring index[171], 0.049685 0.080077 0.097291 0.106073 0.094017 0.069116
spring index[172], 0.061173 0.084516 0.098655 0.098941 0.099353 0.065997
spring index[173], 0.056054 0.078424 0.094285 0.085682 0.100510 0.085682
spring index[174], 0.049753 0.096437 0.073378 0.072955 0.094430 0.067978
spring index[175], 0.061284 0.043161 0.043161 0.089312 0.071589 0.081938
spring index[176], 0.049955 0.077761 0.075946 0.076683 0.067014 0.060778
spring index[177], 0.114094 0.117371 0.088044 0.064646 0.090858 0.111855
spring index[178], 0.080698 0.089947 0.052078 0.094944 0.066936 0.100372
spring index[179], 0.059444 0.127056 0.103435 0.126577 0.110783 0.087885
spring index[180], 0.026688 0.091577 0.091577 0.072566 0.071887 0.082251
spring index[181], 0.069463 0.053019 0.053019 0.069147 0.078710 0.062025
spring index[182], 0.050224 0.079413 0.084327 0.061546 0.068428 0.092154
spring index[183], 0.057311 0.054137 0.054137 0.087289 0.074627 0.102498
spring index[184], 0.062022 0.088287 0.065349 0.078126 0.081416 0.065041
spring index[185], 0.077721 0.053352 0.086176 0.070496 0.094428 0.081571
spring index[186], 0.074446 0.065568 0.077946 0.069091 0.069091 0.082222
spring index[187], 0.050028 0.074627 0.096506 0.098111 0.079591 0.073973
spring index[188], 0.095271 0.057945 0.075036 0.093721 0.069674 0.078524
spring index[189], 0.052380 0.045307 0.069284 0.050118 0.063324 0.077779
spring index[190], 0.056688 0.095086 0.074633 0.097864 0.068937 0.084121
spring index[191], 0.026688 0.052693 0.057539 0.078283 0.068583 0.068583
spring index[192], 0.050626 0.074128 0.076840 0.072756 0.099074 0.083037
spring index[193], 0.062193 0.099047 0.076111 0.087608 0.100491 0.083096
spring index[194], 0.055479 0.046214 0.049568 0.096235 0.104571 0.111596
spring index[195], 0.100434 0.089060 0.072220 0.108476 0.103554 0.105803
spring index[196], 0.102740 0.113681 0.093156 0.071493 0.102789 0.082894
spring index[197], 0.052653 0.115835 0.089544 0.103368 0.097561 0.117577
spring index[198], 0.108062 0.087963 0.080468 0.123861 0.068540 0.068540
spring index[199], 0.065275 0.083675 0.066382 0.056900 0.056900 0.096504
spring index[200], 0.029174 0.026688 0.039540 0.046647 0.026688 0.037743
spring index[201], 0.053146 0.128548 0.104175 0.132868 0.127255 0.075201
spring index[202], 0.065784 0.101374 0.116877 0.079975 0.110581 0.079975
spring index[203], 0.104022 0.103757 0.081272 0.068389 0.069287 0.076264
spring index[204], 0.109517 0.070348 0.116609 0.100371 0.092186 0.072601
spring index[205], 0.051764 0.044218 0.062615 0.086173 0.075946 0.087329
spring index[206], 0.107467 0.065471 0.085392 0.064973 0.107762 0.103635
spring index[207], 0.055152 0.065165 0.061607 0.107216 0.103210 0.109129
spring index[208], 0.092286 0.091569 0.045278 0.084711 0.075329 0.063038
spring index[209], 0.053915 0.104030 0.104744 0.069010 0.095030 0.069010
spring index[210], 0.113778 0.090001 0.092445 0.064758 0.092447 0.107584
spring index[211], 0.078509 0.042671 0.089143 0.064988 0.064988 0.074034
spring index[212], 0.036490 0.069686 0.054347 0.058255 0.057452 0.075708
spring index[213], 0.113254 0.088377 0.087889 0.074735 0.109719 0.074735
spring index[214], 0.046565 0.067044 0.056346 0.089151 0.079637 0.085547
spring index[215], 0.113421 0.084375 0.090510 0.123636 0.084327 0.097558
spring index[216], 0.026688 0.077229 0.077229 0.068330 0.056960 0.072995
spring index[217], 0.050292 0.073211 0.054024 0.062840 0.082708 0.049095
spring index[218], 0.025045 0.065796 0.070553 0.065505 0.064831 0.092419
spring index[219], 0.056189 0.072937 0.083978 0.056172 0.072213 0.042723
spring index[220], 0.036081 0.052800 0.043502 0.048276 0.047196 0.063275
spring index[221], 0.059311 0.059276 0.070409 0.095397 0.094774 0.094774
spring index[222], 0.035660 0.026688 0.044541 0.056824 0.048785 0.055608
spring index[223], 0.055836 0.054609 0.064285 0.085913 0.078631 0.066565
spring index[224], 0.058072 0.055836 0.055836 0.096540 0.096540 0.098903
spring index[225], 0.085839 0.102140 0.061164 0.084469 0.090619 0.080562
spring index[226], 0.114377 0.096641 0.069010 0.064762 0.094876 0.077753
spring index[227], 0.058386 0.055853 0.055853 0.061829 0.070494 0.060356
spring index[228], 0.094175 0.062366 0.068778 0.074888 0.083309 0.079312
spring index[229], 0.060409 0.110783 0.108395 0.085516 0.092698 0.097517
spring index[230], 0.088044 0.068796 0.095328 0.092758 0.066444 0.066358
spring index[231], 0.085413 0.063227 0.065015 0.082440 0.062524 0.071663
spring index[232], 0.054545 0.115874 0.100951 0.073910 0.106062 0.071957
spring index[233], 0.084290 0.097969 0.074524 0.064973 0.064973 0.074910
spring index[234], 0.092604 0.090501 0.076643 0.077640 0.099461 0.095041
spring index[235], 0.081204 0.053243 0.066328 0.080441 0.092467 0.065845
spring index[236], 0.082071 0.068157 0.084171 0.066460 0.065916 0.099071
spring index[237], 0.054153 0.049643 0.071952 0.083207 0.057334 0.045844
spring index[238], 0.060464 0.075673 0.078356 0.072699 0.087744 0.072699
spring index[239], 0.071525 0.090237 0.081860 0.107501 0.057825 0.080803
spring index[240], 0.048578 0.108411 0.092426 0.099092 0.069854 0.108815
spring index[241], 0.076315 0.106100 0.063358 0.101383 0.065590 0.092617
spring index[242], 0.069905 0.071840 0.071098 0.090663 0.072059 0.063030
spring index[243], 0.026688 0.084562 0.096372 0.063220 0.072102 0.098006
spring index[244], 0.094109 0.077394 0.083668 0.071814 0.067982 0.081746
spring index[245], 0.073941 0.053004 0.063125 0.098698 0.098900 0.098698
spring index[246], 0.026688 0.062797 0.073267 0.040023 0.055013 0.074251
spring index[247], 0.055820 0.088677 0.080777 0.060778 0.079286 0.067014
spring index[248], 0.049279 0.055863 0.042821 0.098909 0.098909 0.098909
spring index[249], 0.026688 0.046845 0.055348 0.072483 0.081721 0.091198
spring index[250], 0.095251 0.096068 0.102498 0.079252 0.074446 0.074446
spring index[251], 0.072394 0.048990 0.048990 0.078853 0.069087 0.063477
spring index[252], 0.084683 0.076860 0.083767 0.066572 0.099841 0.079815
spring index[253], 0.058128 0.063512 0.047981 0.083146 0.095970 0.069060
spring index[254], 0.066948 0.102862 0.068699 0.067465 0.078146 0.069613
spring index[255], 0.051433 0.086909 0.102529 0.075653 0.090380 0.079320
spring index[256], 0.026688 0.039540 0.060829 0.076310 0.060715 0.055390
spring index[257], 0.091597 0.129565 0.094046 0.122736 0.090107 0.092617
spring index[258], 0.069886 0.076158 0.051780 0.083531 0.066565 0.097037
spring index[259], 0.083181 0.070060 0.070060 0.076526 0.065171 0.072051
spring index[260], 0.090925 0.067456 0.067995 0.106887 0.092646 0.119413
spring index[261], 0.038698 0.063388 0.061161 0.052954 0.049438 0.076079
spring index[262], 0.043096 0.051049 0.061749 0.102838 0.079664 0.085830
spring index[263], 0.055071 0.050918 0.067381 0.065502 0.088042 0.080069
spring index[264], 0.091806 0.091806 0.104522 0.066224 0.066224 0.117845
spring index[265], 0.053709 0.052125 0.081805 0.060977 0.071954 0.077205
spring index[266], 0.110808 0.104562 0.064344 0.065680 0.065680 0.076345
spring index[267], 0.044868 0.100330 0.102684 0.065997 0.089812 0.065997
spring index[268], 0.052511 0.068505 0.085841 0.072711 0.071881 0.071881
spring index[269], 0.089079 0.095328 0.068796 0.078521 0.092758 0.066358
spring index[270], 0.024885 0.058414 0.058788 0.047752 0.048369 0.073733
spring index[271], 0.057177 0.109414 0.100210 0.095025 0.097220 0.084089
spring index[272], 0.123051 0.119808 0.066132 0.069186 0.104965 0.090443
spring index[273], 0.079809 0.045136 0.067906 0.088878 0.087889 0.090295
spring index[274], 0.026688 0.063416 0.055747 0.065834 0.053940 0.070864
spring index[275], 0.099266 0.067623 0.067623 0.067456 0.075944 0.067456
spring index[276], 0.049805 0.090925 0.099307 0.107202 0.108525 0.106887
spring index[277], 0.029443 0.026688 0.039738 0.047194 0.026688 0.037743
spring index[278], 0.079943 0.066051 0.070512 0.070178 0.113313 0.091067
spring index[279], 0.026688 0.066212 0.059333 0.093468 0.092729 0.079881
spring index[280], 0.091639 0.070182 0.069764 0.073032 0.073032 0.094781
spring index[281], 0.066988 0.065860 0.069811 0.054227 0.055131 0.061579
spring index[282], 0.100768 0.079001 0.087439 0.070473 0.051518 0.051518
spring index[283], 0.055792 0.063334 0.053915 0.117037 0.104427 0.104030
spring index[284], 0.046108 0.075834 0.075824 0.066936 0.054227 0.061579
spring index[285], 0.092847 0.076033 0.097190 0.064641 0.064561 0.096592
spring index[286], 0.061709 0.108908 0.101201 0.090491 0.072346 0.066090
spring index[287], 0.060781 0.102120 0.122316 0.101783 0.080003 0.070524
spring index[288], 0.045956 0.083451 0.071069 0.098548 0.086961 0.092730
spring index[289], 0.101088 0.066339 0.082551 0.084020 0.060778 0.065668
spring index[290], 0.100951 0.065928 0.083495 0.084923 0.064966 0.071197
spring index[291], 0.036081 0.064524 0.050292 0.062840 0.049095 0.082708
spring index[292], 0.081420 0.103493 0.066545 0.070338 0.109692 0.078271
spring index[293], 0.081301 0.060301 0.060301 0.105779 0.083277 0.108400
spring index[294], 0.049756 0.089146 0.080477 0.053740 0.054117 0.062451
spring index[295], 0.049374 0.042988 0.078599 0.062820 0.079619 0.076059
spring index[296], 0.045055 0.074043 0.083101 0.094991 0.081830 0.088992
spring index[297], 0.050898 0.048766 0.056126 0.076985 0.080102 0.072204
spring index[298], 0.109414 0.084089 0.097220 0.079678 0.071556 0.090927
spring index[299], 0.029174 0.064433 0.073615 0.058445 0.042339 0.075864
spring index[300], 0.055350 0.103983 0.074299 0.112552 0.109362 0.077044
spring index[301], 0.025045 0.042962 0.047633 0.043307 0.051930 0.065627
spring index[302], 0.063853 0.076870 0.066241 0.081353 0.090354 0.069957
spring index[303], 0.063253 0.103042 0.101348 0.086704 0.075737 0.064646
spring index[304], 0.026688 0.069199 0.063845 0.051988 0.058439 0.062655
spring index[305], 0.071069 0.047783 0.067950 0.098548 0.092730 0.106443
spring index[306], 0.077075 0.068209 0.076388 0.085247 0.082360 0.089591
spring index[307], 0.026688 0.036830 0.045483 0.036490 0.024885 0.051920
spring index[308], 0.059690 0.093709 0.075439 0.087595 0.060778 0.087146
spring index[309], 0.068757 0.090235 0.065349 0.080633 0.065502 0.087238
spring index[310], 0.049938 0.099857 0.103497 0.074079 0.092587 0.065920
spring index[311], 0.080077 0.092718 0.059607 0.069116 0.094017 0.086691
spring index[312], 0.055890 0.070004 0.101021 0.071792 0.097726 0.095642
spring index[313], 0.065907 0.055835 0.077643 0.072690 0.068776 0.066342
spring index[314], 0.095000 0.070563 0.041926 0.102537 0.094896 0.106137
spring index[315], 0.084840 0.056691 0.064193 0.103635 0.103635 0.106065
spring index[316], 0.090147 0.071483 0.099566 0.093751 0.062459 0.082334
spring index[317], 0.025045 0.052037 0.057894 0.051004 0.046430 0.069757
spring index[318], 0.061345 0.090707 0.102903 0.080184 0.082419 0.090965
spring index[319], 0.055870 0.064552 0.058034 0.075414 0.071473 0.097764
spring index[320], 0.068796 0.069811 0.074114 0.062194 0.054227 0.061579
spring index[321], 0.066358 0.080735 0.055185 0.055427 0.053735 0.054772
spring index[322], 0.026688 0.053542 0.062705 0.057825 0.057825 0.072379
spring index[323], 0.094611 0.104806 0.042872 0.100642 0.041665 0.093327
spring index[324], 0.045645 0.099763 0.100619 0.098760 0.072160 0.071573
spring index[325], 0.083399 0.100282 0.074653 0.068161 0.075373 0.071627
spring index[326], 0.050540 0.083076 0.097493 0.080418 0.088779 0.045682
spring index[327], 0.050226 0.096945 0.059810 0.111687 0.107978 0.092847
spring index[328], 0.044771 0.074804 0.082363 0.092243 0.070164 0.062937
spring index[329], 0.024885 0.060270 0.064650 0.045730 0.046367 0.075782
spring index[330], 0.049686 0.066054 0.086286 0.067644 0.050017 0.047952
spring index[331], 0.045956 0.071069 0.050825 0.057647 0.067950 0.047783
spring index[332], 0.073047 0.070393 0.087516 0.066628 0.065222 0.081240
spring index[333], 0.024885 0.068754 0.073139 0.062267 0.054316 0.087616
spring index[334], 0.024885 0.074209 0.070889 0.048446 0.058224 0.086136
spring index[335], 0.094602 0.093884 0.079648 0.082270 0.077677 0.074812
spring index[336], 0.091639 0.083343 0.080597 0.065041 0.065041 0.088020
spring index[337], 0.047683 0.049870 0.046108 0.075834 0.065860 0.075824
spring index[338], 0.047009 0.050618 0.055257 0.055381 0.047867 0.072724
spring index[339], 0.071946 0.084098 0.077640 0.079370 0.080781 0.062893
spring index[340], 0.045645 0.076372 0.094741 0.089453 0.086222 0.089748
spring index[341], 0.074627 0.077864 0.098456 0.065876 0.080925 0.065876
spring index[342], 0.042968 0.086961 0.086961 0.077746 0.096885 0.061719
spring index[343], 0.038698 0.057694 0.047661 0.071547 0.063683 0.083749
spring index[344], 0.026688 0.066655 0.081116 0.074113 0.083170 0.079133
spring index[345], 0.073941 0.053342 0.053342 0.098900 0.098698 0.102319
spring index[346], 0.053324 0.085403 0.068013 0.048453 0.075318 0.041901
spring index[347], 0.096867 0.059051 0.077695 0.065162 0.065162 0.090000
spring index[348], 0.064351 0.073179 0.055211 0.081713 0.072398 0.107061
spring index[349], 0.085682 0.105003 0.068395 0.067270 0.067270 0.072276
spring index[350], 0.045795 0.060887 0.046431 0.093156 0.093156 0.095039
spring index[351], 0.062519 0.074824 0.044007 0.060680 0.050038 0.079591
spring index[352], 0.090477 0.094175 0.050289 0.080235 0.083309 0.074888
spring index[353], 0.057002 0.084846 0.067316 0.087383 0.061164 0.061164
spring index[354], 0.056362 0.100330 0.111022 0.091997 0.069878 0.069602
spring index[355], 0.077332 0.077724 0.061617 0.054515 0.054515 0.063869
spring index[356], 0.066696 0.086961 0.105239 0.075533 0.107592 0.075533
spring index[357], 0.073206 0.054213 0.054213 0.101483 0.104353 0.095092
spring index[358], 0.069597 0.057387 0.077394 0.087347 0.049095 0.073047
spring index[359], 0.114700 0.089454 0.089454 0.078243 0.088374 0.061617
spring index[360], 0.088243 0.065340 0.043711 0.074723 0.070723 0.067845
spring index[361], 0.088891 0.072663 0.072663 0.085839 0.083306 0.067316
spring index[362], 0.042968 0.058994 0.045956 0.100127 0.086961 0.098548
spring index[363], 0.024885 0.058818 0.047752 0.049184 0.041936 0.072649
spring index[364], 0.036830 0.025045 0.052280 0.045483 0.026688 0.036600
spring index[365], 0.026688 0.055745 0.062796 0.058386 0.058386 0.088242
spring index[366], 0.100249 0.106044 0.074711 0.064762 0.065285 0.100018
spring index[367], 0.105624 0.064758 0.092330 0.080477 0.080477 0.094019
spring index[368], 0.069518 0.103435 0.110916 0.096864 0.126577 0.087885
spring index[369], 0.062005 0.081752 0.073041 0.066989 0.094987 0.064344
spring index[370], 0.062940 0.059810 0.099463 0.098298 0.111687 0.092847
spring index[371], 0.069307 0.051068 0.051068 0.066254 0.076083 0.068965
spring index[372], 0.029443 0.056613 0.054153 0.049643 0.051862 0.071952
spring index[373], 0.025045 0.063485 0.074296 0.042821 0.039305 0.076210
spring index[374], 0.026688 0.070003 0.052570 0.043401 0.042202 0.069248
spring index[375], 0.077587 0.084691 0.067477 0.063075 0.057739 0.087161
spring index[376], 0.063126 0.083146 0.101686 0.065363 0.094041 0.093118
spring index[377], 0.102434 0.069010 0.074912 0.097309 0.070004 0.104921
